日期,SHIBOR_ON,SHIBOR_1W,SHIBOR_1M,QVIX,涨停家数,连板均值,封单资金均值
2026-02-25,1.378,1.497,1.55,15.55,0,0.0,0
2026-02-26,1.368,1.457,1.55,15.15,0,0.0,0
2026-02-27,1.358,1.474,1.55,14.8,0,0.0,0
2026-03-02,1.315,1.466,1.55,15.83,0,0.0,0
2026-03-03,1.267,1.448,1.55,18.32,0,0.0,0
2026-03-04,1.266,1.415,1.548,19.02,0,0.0,0
2026-03-05,1.267,1.412,1.5468,16.53,0,0.0,0
2026-03-06,1.319,1.412,1.5417,15.48,0,0.0,0
2026-03-09,1.322,1.423,1.5392,17.88,0,0.0,0
2026-03-10,1.318,1.432,1.5359,16.63,0,0.0,0
2026-03-11,1.367,1.46,1.535,17.12,0,0.0,0
2026-03-12,1.337,1.465,1.535,16.53,0,0.0,0
2026-03-13,1.321,1.457,1.533,17.12,0,0.0,0
2026-03-16,1.32,1.441,1.5283,17.67,0,0.0,0
2026-03-17,1.319,1.4291,1.5248,17.88,0,0.0,0
2026-03-18,1.32,1.425,1.52,19.33,0,0.0,0
2026-03-19,1.321,1.423,1.518,17.88,0,0.0,0
2026-03-20,1.319,1.417,1.514,19.94,0,0.0,0
2026-03-23,1.317,1.422,1.5095,42.16,0,0.0,0
2026-03-24,1.318,1.417,1.504,28.87,0,0.0,0
2026-03-25,1.319,1.435,1.5045,17.27,0,0.0,0
2026-03-26,1.32,1.438,1.503,18.54,0,0.0,0
2026-03-27,1.317,1.428,1.4985,17.28,0,0.0,0
2026-03-30,1.318,1.418,1.497,17.67,0,0.0,0
2026-03-31,1.277,1.438,1.495,18.26,0,0.0,0
2026-04-01,1.27,1.421,1.493,16.34,0,0.0,0
2026-04-02,1.271,1.404,1.4885,17.52,0,0.0,0
2026-04-03,1.238,1.338,1.479,18.54,36,1.2222222222222223,0
2026-04-06,1.238,1.338,1.479,18.54,0,0.0,0
2026-04-07,1.226,1.324,1.472,17.75,93,1.1505376344086022,0
2026-04-08,1.222,1.323,1.4685,16.25,123,1.113821138211382,0
2026-04-09,1.223,1.32,1.466,15.44,53,1.3018867924528301,0
2026-04-10,1.222,1.319,1.4615,15.64,59,1.305084745762712,0
2026-04-13,1.224,1.359,1.455,15.94,59,1.2542372881355932,0
2026-04-14,1.223,1.36,1.4535,15.9,55,1.3454545454545455,0
2026-04-15,1.221,1.367,1.4515,15.78,57,1.280701754385965,0
2026-04-16,1.221,1.336,1.448,15.61,79,1.1898734177215189,0
2026-04-17,1.221,1.326,1.441,15.57,71,1.352112676056338,0
2026-04-20,1.221,1.328,1.435,15.07,75,1.2933333333333332,0
